Job_title; Location; Salary; Company_name; Job_description 
Software Developer;Knott Mill, M1;£40000 - £42500 per annum;Amber Resourcing;Mid Software Developer | £40,000 Basic | Manchester - Hybrid The Company My client are currently in their growth phase. They have 7 offices across the UK, but are currently hiring for their Manchester office. They provide a variety of SaaS technology such as mobile working software, analytics, organisation software, scheduling, Insights and a variety of others. Selling to the government, NHS, Housing, Infrastructure, logistics and emergency services. This SaaS software helps save time, money, allow companies to be more organised, effective, and improves the lives of the employees, including their wellness. They provide a highly technical environment, with flexible working, progression opportunities, and a good training environment. There are probably 4 main reasons to join. Modern Tech, good training, varied work (they have a plethora of software) & progression.
Back-end Software Engineer;Edgeley, SK3 0XB;£0 - 65 per hour + Outside IR35;Morson Talent;SOFTWARE ENGINEER C++ Location: Cheadle (4 days on site, 1 day from home) Duration: 6 Months Rate: up to £65 p/h Ltd (Outside IR35) Job Description C++ on Linux Software engineer required to port an existing sonar processing chain from RHEL6 to RHEL8, from 32 bit to 64 bit architecture and to deploy it as a container. Essential Skills * C++ on Linux ideally RedHat. * Unix development environments. * JIRA, Git, Jenkins. Desirable Skills / Knowledge * Porting of applications from 32 to 64 bit. * Containerisation. Due to the sensitive nature of the product all applicants must have worked within the Defence / Military industry within the last 12 months or be capable of obtaining Security Clearance (SC level minimum).
Software Developer (C#, Angular) X 4;M1, Manchester;Circa £60,000 - £75,000;Adria Solutions;Software Developer (C#, Angular)- Remote Working Adria Solutions Ltd has an exciting opportunity for a talentedSoftware Developer (C#, Angular) to join our growing client. As a Software Developer (C#, Angular), you will collaborate remotely to support and develop the business's two software solutions for our client. * To continually review and improve the existing code. * To further the development two software solutions. * You will be given individual units of work with which you will first investigate and then plan. * To assist in support call investigations. You won't be handling support calls but may be required to assist in walking through code to help determine potential issues. * Contribute to the team. You will be able to communicate your ideas, not just on solutions but on any topic that might affect customers; from development to services and support. * C#
C# Software Developer;M1, Manchester;£55K;Adria Solutions;C# .Net Software Developer- Manchester- Up to £55K Adria Solutions Ltd has an exciting opportunity for an experienced C# Software Developer to join a well-established company based in Manchester. You will be working in a fast-paced, agile environment based on bi-weekly development sprints and releases. As C# .Net Software Developer you will be responsible for maintaining and implementing new features into the company, whether that be in their core application, one of their mobile apps or even their many API integrations. As well as having the chance to work on Greenfield projects with state-of-the-art technology. * C# * ASP.NET * MVC * HTML5 * CSS * JavaScript * SQL Server * Exposure to Angular JS * Flexible working * Competitive Salary * Medical Insurance * Breakout Facilities, including pool tables and PlayStation Interested? Click APPLY!
Software Developer Rust - Greenfield;Manchester, Greater Manchester;£85000 - £100000 per annum + benefits;CSR DevC#C++Mobile;Software Developer Remote to £100k Software Developer (Rust) *Remote*. Are you a talented technologist who has experience using Rust? Would you like to work on Greenfield, R&D, and prototyping projects whilst using a range of tools and technologies? You could be joining a hugely successful European car insurance company that is expanding into the UK market. As a Software Developer, you will be able to work across the full technology stack using backend and front languages including Rust, Elixir, React and Elm, or alternatively you can just have a focus on backend development.
Graduate Software Developer;CW1, Crewe;£25000 - £28000 per annum;Sanderson Recruitment;The Company I am currently recruiting for a leading financial services business based in Cheshire. They are now hiring for a number of challenging and rewarding graduate software developer roles within their software development team. The Role As a Graduate Software Developer, you will have full support of technology enthusiasts to help you learn all aspects of the business (mainly development but other aspects of the whole software development lifecycle will be taught), this includes testing, support and operations. You will have the chance to learn a number of software languages including C++, Java, C#, Python, and a few more. This really is a unique opportunity with the support of a great business behind you. The Person * C++ * Java * Python If you are interested in this vacancy and would like to know more, please apply to the role or email me directly at
Mobile Software Engineer - IOS & Android - All Levels;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction Role Responsibility As a Mobile Software Engineer you will contribute the development of features, fix bugs and issues, review code from others in the team and make a key contribution to the entire development lifecycle, from conception and discovery through development and delivery. Everybody on the team has a say in how we work, so you need to be able to work with others across disciplines - collaborating with UX designers, API engineers, testers and product owners so that together we can make everything we do the best it can possibly be. You'll help create team goals and objectives, contribute feature ideas and discuss the future direction of the product, and give input in retrospectives on how we're performing as a team and what we can do to improve.
Android Software Developer;Manchester, Greater Manchester;£40000 - £60000 per annum;Spectrum IT Recruitment (South) Ltd;Android Developer Manchester + Remote options £40,000 - £60,000 Android SDK, Java, Web API's, Greenfield projects * Progressive training environment * Extensive project pipeline * Personal and professional development opportunities An experienced and enthusiastic Android Mobile Application Developer is required to join an Agile development team working on the development of innovative Mobile Applications. The company offer a great opportunity to build on existing Mobile development skills and make a positive impact in a growing team. The ideal candidates will be experienced and able to work at a senior level, however the company heavily promote training and progression internally and will consider Mid-level candidates with the right technical grounding and attitude towards learning new skills. The teamwork with a range of technologies and follow Agile best practice.
Software Developer (PHP, MVC, AWS) Bolton;Bolton, Greater Manchester;£30000 - £40000 per annum + Remote work, Flexible working;Oscar Associates (UK) Limited;Software Developer (PHP | MVC | AWS | MySQL) Bolton| £30K - £40K | Hybrid split, tech training, pension, medical We are on the look-out a Software Developer to join a close-knit technology department who are a leader within the digital dentistry space. You'll work alongside a group who employs over 300 individuals across the UK. In 2015, the laboratory's software system was built which controls the entire process function of the business which is now ran by their internal software development team of 4 Developers, which is continuing to grow. The role As the Software Developer, you will get involved in the evolution and maintenance of the bespoke dental laboratory software.
Multiple Software Developers (PHP, NodeJS, AWS);Manchester, Greater Manchester;£30000 - £60000 per annum + Remote work, Flexible working;Oscar Associates (UK) Limited;Multiple Developers (PHP, MVC, NodeJS, AWS, Go) * eCommerce * £35,000 - £60,000 (DOE) + 10% bonus * Manchester / Remote / Hybrid (whichever way works best for you!) One of Europe's largest retail groups is building out their Development function to assist with the build of their brand-new microservices application which has just been launched. The new app is an end-to-end eCommerce solution with unique and sophisticated features, including a module allowing customers to purchase products from multiple vendors in a single transaction, as well as AI photo recognition. We're building a brand-new Platform team of PHP, MVC, Node and AWS specialists to deliver phases 2, 3 and 4 (new features, payment integrations, serverless microservices, replicating existing features, phasing out monolithic/ desktop back-end and much more!). * PHP * Node.js * Golang * React * AWS Lambda
Embedded Software Engineer;Oldham, Greater Manchester, OL1 4EQ;From £35,000 to £45,000 per annum;Innovative Technology;Here at Innovative Technology, we have a fantastic opportunity for an Embedded Software Engineer to join us based in Oldham. Our Opportunity The Continuous Improvement (CI) Team is a multi-discipline team of firmware, electronic and mechanical engineers dealing with all production released products. The Team proactively and reactively make improvements to those products based on customer needs, internally reported requirements and items identified from within the Team. We are looking for an Embedded Software Engineer to develop new features and improvements to ITLs existing products. - Identify, implement and test embedded software updates on ITLs existing product range to address issues and/or add functionality - Identify hardware limitations and propose solutions - Own several issues at any one time, manage them and communicate with internal departments as needed
Full Stack Software Engineer;PR2, Preston, PR2 9ZB;Unspecified;ClearCourse Partnership;Were looking for an enthusiastic and supportive software developer to join our small development team at FLG. Wed love to hear from you if that describes you. Benefits We offer a competitive benefits package which includes life assurance, private medical cover, income protection, company pension and 25 days annual leave, as well as an annual bonus, additional flexible benefits and hybrid working to suit your lifestyle and enhance your well-being. We also offer benefits of Perkbox, Bamboo HR portal, a relaxed working environment with refreshments and subsidised gym membership, cycle-to-work scheme. Our Stack Our main application is written in PHP with a MySql database. We write all our new front end code using React and TypeScript. We also use NodeJS for some of our standalone features. Everything is unit tested and deployed using GitLab and hosted on AWS.
Java Software Engineer;Manchester, Greater Manchester;£60k - 75k per year;ECOM Manchester;Are you a Java Software Engineer, who strives to provide clean and efficient code? Do you enjoy working in Agile and multidisciplinary teams? As a Software Engineer you will be working for a household name, in an Agile team with a multidiscipline background whilst being able to enhance your technical knowledge and skill set If you like working in a team whilst having your own autonomy this could be an outstanding opportunity and organisation to be part of. Day to day you will work in a cohesive and collaborative team whilst also having the authority to deliver things individually. It will be your responsibility to investigate challenges and develop innovative solutions. * Strong commercial experience with Java and Spring Boot or another OO language. * Strong commercial experience developing bespoke built enterprise scale cloud-native applications.
Senior Software Engineer;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction Do you want to be part of the team that enables some of the BBC's most popular digital products? Are you looking for an opportunity to use your skills to help our engineers own and operate the platform services needed to meet the demands of scale and performance? If so, then we might have just the opportunity you're looking for. In the Digital Products Group we're building a unified platform for delivering the BBC's digital content. WebCore serves over 2 billion requests a month for sites including BBC Home, News and Sport. With more BBC products coming on board every quarter, our challenge is to provide a robust and secure platform that can operate at this increasing scale while also providing the features that enable our full-stack, audience experience teams to deliver innovative and personalised experiences to BBC users.
Junior Embedded Software Engineer;Hawksclough, HX7 8EZ;£28k - 32k per year;BlueGate Consulting Ltd;Graduate / Junior Software Engineer with 12 months hands-on embedded development experience West Yorkshire, Hybrid working (2 days in the office), to £32K This industry leading developer of complex, custom professional audio broadcast equipment is looking for a Junior Software Engineer. with 12 months embedded development experience using C or C++. Their products are used in professional TV and Radio broadcast studios around the world if a major programme or concert has been broadcast live, it has probably been through their equipment. Their Engineers are very enthusiastic about their work, often being musos themselves (theyve got a great in-house band). You will have technical responsibility for developing and delivering software for professional audio products.
Senior Software Engineer;Manchester, Greater Manchester;£40000 - £45000 per annum;Oscar Associates (UK) Limited;Software Engineer - E-Commerce Agency PHP, MVC, Laravel, MySQL - £50,000 DOE Hybrid working (You choose how remote you are), Flexible working hours, Private healthcare, 32days' holiday Benefits ✔ £45,000 DOE ✔ Private healthcare ✔ 32 days' holiday ✔ Remote working (you decide how much) ✔ Social events Location: Brand new office based in central Manchester, accessible by public transport routes. We are considering applications from across the UK as you can work from home as much as you like! * Writing high quality, scalable code * Finding the best technical solutions for customers * Investigating, analysing, documenting and correcting reported bugs * Building complex and challenging web applications A position has emerged within a Software Engineering team at an eCommerce agency, working with multichannel retail brands.
Software Developer;BB1, Blackburn;Market related;Morson Talent;Are you a developer looking to progress their career? All you need is a good understanding of JavaScript, .Net, and C# with a drive to learn more. My client is a Software Development company based in North-West England with teams internationally. If you are looking to broaden your horizon in development, look no further. The combination of experience and forward-thinking enables my client to provide today’s customers with future-proof solutions built on leading-edge technology. With hybrid/remote working, this role is perfect for those who look for a healthy work/life balance. Training is provided if required. - Learn and work with different tech stacks - Have a good input on development decision-making and add your own creativity into processes. - Ensure code is thoroughly tested - Look at UI developer testing - Work with web-based software
.Net Software Developer;WA7, Runcorn;£50k - 55k per year + Benefits;Net Recruit;An exciting new opportunity for a .Net Software Developer to join an award winning, rapidly expanding organisation has become available. If you have a good understanding of the .Net Programming Languages and experience working with web and Desktop applications, APIs, and Databases we would love to hear from you. DCBL is a highly successful client-focused business, and we are one of the market leaders, with the business showcased Cant Pay, Well Take It Away on Prime-time television and streaming services. Due to this rapid growth, we have this exciting, mid-senior level Software Developer position available. Whats on Offer? * Salary of up to £55,000 depending on experience * Monday to Thursday 8:00am to 5:00pm (36.5 hours per week) * Early finish Fridays * No weekends working * 29 days holiday (including Bank Holidays) * Day off for your birthday * Free parking
Software Engineer;Weaste Trading Estate, M50 2XD;Competitive;METTLER TOLEDO LIMITED;Our Opening and Your Responsibilities An exciting new opportunity has arisen for a highly skilled Software Engineer to join a leading global supplier of industrial equipment to the food and beverage market, based in Salford. The Software Engineer will report directly to the Software Development Manager and will be responsible for working predominantly on green-field development projects, as the company aims to deliver its next generation products. The Software Engineer role will involve desktop and embedded software development. The Software Engineer will collaborate with the wider business (sales, marketing, product management, etc.) will be required in order to elicit requirements, and deliver solutions as part of new product/platform development.
Embedded Software Engineer;Golborne Dale, WA12;£35000 - £45000 per annum;Chroma Recruitment Ltd;A new and exciting opportunity is available in St. Helens. This company is looking for an Embedded Software Engineer who can help drive the software function forward working on legacy and future generation medical products. The role of Embedded Software Engineer reports into Head of Engineering from a line management point of view. On a day-to-day basis, youll be led by the Lead Software Engineer who will help develop you as an engineer so you can support the growing software requirements in the business. As an Embedded Software Engineer, youll be required to write new code, maintain existing code and test & verify the software for release. Its an exciting period for this company and is a great time to be joining a company that is truly making a difference with their innovative medical products. * Degree Qualified or higher in Electronics, Software or Computer Science
Lead Software Developer;M1, Manchester;£50000 - £80000 per annum;Made Talent;Tech4Good Consultancy Senior Full-Stack Developer Hybrid (London or Manchester based) £50,000 - £70,000 per annum You will be working with one of the leading international providers of digital services which covers transformation, technology, data analytics and systems integrations services. With an average Tenure of 8 years, you will be working with a company that holds culture and employee satisfaction at the core of their values. With a goal of creating economic and social value by building a more inclusive, fair and safe society through ethical use of data and technology, you will truly feel value in your work knowing you are in Tech4Good.
Application Developer;WA1, Warrington;£50,000;Shortlist Recruitment;Warrington £50,000 ShortList Recruitment are looking for an Application Developer to join a software house based in Warrington. The Application Developer will be responsible for creating, enhancing and supporting the applications within the company. The company operates on the cloud platform so any experience having worked in a cloud based environment is beneficial. * Multi-tier application development * Full application development lifecycle * C# * .NET Framework * SQL * JavaScript * REST APIs * Microsoft Azure * .NET Core * Angular * Development of ECM applications (IBM FileNet P8, SharePoint) * Java technologies, including JDBC and JSPs The Application Developer role is based in Warrington and is offering a salary of up to £50,000 plus hybrid working. You will also receive ongoing training and individual support to enable you to achieve progression goals.
Applications Engineer;Bradshaw Trading Estate, M24;£28k - 38k per year;Omega Resource Group;Position: Applications Engineer Location: Manchester Salary: £38,000 DOE Employment type: Permanent This is an excellent opportunity for a professional individual to join a fast paced and busy engineering and manufacturing environment. The role will require you to report to the Applications Manager. You will need to be forward thinking and react to client driven requirements to turn these into profitable solutions. The successful candidate will be customer facing acting as a technical authority for the companies’ product portfolio. Responsibilities – Applications Engineer * Responsible for the development of systems and improvement in working practices * Present technical solutions to clients and other industry professionals. * Evaluate sub-vendor proposals and reply to bid clarifications. * Create and develop proposal and enquiry documents
Senior Software Engineer (Test);Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction BBC Account is at the centre of the BBC's aim to make a personalised BBC online for everyone. We create components, systems and services that enable people's experience of BBC Online to be tailored by their activities and interactions. Everything from content recommendations in iPlayer, to enabling people to comment on BBC News articles. Our services enable and underpin offerings from the BBC's major brands including iPlayer, Sounds, BBC News, Sport, Bitesize and so much more, giving our services unparalleled reach. Inclusion & Diversity Diversity matters at the BBC. We have a working environment where we value and respect every individual's unique contribution, enabling all our employees to thrive and achieve their full potential.
Senior Software Engineer;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction The BBC is one of the UK's most well-known and loved brands and is a unique and rewarding organisation to work for. The iPlayer and Sounds department builds some of our most used online products, with a mission to secure the Internet future of the organisation. iPlayer & Sounds are key destinations for our audiences discovering BBC content on TV devices. Enhancing our broadcast channels with Live Restart and Ultra High Definition content, and being able to promote personally relevant streamed content to people, is of strategic importance to us. Our products are underpinned by a technically diverse architecture, blending contemporary cloud services and well-established broadcast engineering. Combined they offer a unique opportunity to use and develop a broad range of technical skills. Role Responsibility
Android Software Engineering Team Lead iPlayer Mobile;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction We are looking for a Software Engineering Team Lead to help us expand our mobile app teams in Salford. You will have a leading role in an engineering team that delivers an intuitive and engaging streaming experience to millions of audience members every day. BBC iPlayer is one of the UK's most well-known and loved brands, and we're looking for passionate team members to join our collaborative, cross-discipline, agile teams. We welcome applications from all, regardless of age, gender, ethnicity, disability, sexuality, social background, religion and/or belief. To be successful in this role you will need a good understanding of object-oriented programming, clean architecture, and test-driven development. Our Android app is written in Kotlin/Java, so experience with one or both of these languages is essential.
Embedded C/C++ Software Engineer;Spring Gardens, M2 1BB;£55000 - £75000 per annum + Great Benefit Package;Applause IT Limited;Manchester - Hybrid £50,000 - £75,000 + Benefits Applause IT is currently recruiting an embedded C/C++ Software Engineer to join an OEM of process machinery. This is a full -time position working a hybrid office/home based arrangement. You will be developing and maintaining embedded C/C++ software for new and existing products. Ideally you will have experience of working with ARM or PIC microprocessors. Leading projects you will have had exposure to Agile methodologies and TDD. * Strong knowledge of Embedded C/C++ * Object oriented design * A thorough understanding of Design Patterns If you want to know more, get in touch by clicking APPLY NOW or send your CV to
Software Developer;Hillhouse, HD1 6PG;£40k - 45k per year;Farr Associates Recruitment Ltd;Hybrid working Home and site based 2 days a week. Huddersfield Salary up to £45K Hours 8.00am – 5.00pm Monday to Friday On-site parking Pension 25 days holiday plus banks. Flexible working A brilliant opportunity has arisen for an experienced Software Developer to join a successful and well-established engineering business, in a friendly and vibrant team based in Huddersfield which includes flexible home working. My client has a great reputation and is currently working on a range of interesting projects spanning across superb & recognised well known technology brands. Joining their existing small IT team, as the Software Developer you will provide support for the 2 sites as well as developing new and existing key processes within the business to meet the latest technical requirements.
Software Developer;East Bowling, BD4 6SG;Unspecified;Advanced Supply Chain;Are you an experienced Software Developer who has proven experience in developing and building in-house developed solutions. Advanced are looking to appoint a new Software Developer within the skilled IT team to help enhance our industry leading warehouse and transport software solutions using .NET and SQL Server as well as supporting and enhancing a small number of legacy systems. Our Software Developer will work alongside are current team as well our Head of Information Systems to develop software in a structured fashion in line with existing standards. This is a full-time permanent job opportunity working at our Bradford site with the opportunity to also work remotely a few days a week. You will receive a highly competitive and rewarding salary.
Senior Embedded Software Engineer;SK8, Cheadle;Unspecified;Sanderson Recruitment;Full Time - Permanent £50,000 - £80,000 Manchester - Hybrid A new and exclusive opportunity to join an innovative and established energy management solutions company as a Senior Embedded Software Engineer. * Design and write software for an embedded product * Coach and mentor junior members of the team Requirements * Significant embedded C or C++ software development * Experience programming on an RTOS
Principal iOS Software Engineer iPlayer Mobile;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction We are looking for a Principal iOS Software Engineer to join the iPlayer Mobile team. BBC iPlayer is one of the UK's most well-known and loved brands, and we're looking for passionate team members to join our collaborative, cross-discipline, agile teams. We welcome applications from all, regardless of age, gender, ethnicity, disability, sexuality, social background, religion and/or belief. As a Principal Software Engineer for the iPlayer Mobile team, you will be one of the technical experts in the iOS engineering space. We want to ensure that our applications continue to be world class, and we are looking for someone who is passionate about application architecture and engineering excellence, and who is motivated by the challenge of ensuring that our application is fit to meet our product ambitions of the future.
Software Developer;M2, Manchester;£40000 - £60000 per annum;James Adams Recruitment;Salary: Up to £60,000 Location: Manchester, UK (UK Based candidates only) James Adams has partnered with one of the leading UK Technology companies in their field, who are using the most up-to-date technologies and solving some of the hardest technical challenges you could face. Our customer is looking to hire a Software Developer. As a Software Developer, you will be responsible for developing high quality scalable solutions and developing, maintaining and evolving key applications. The successful candidate will work in an environment that is interesting, challenging and fast paced with a technology team of over 1,000, technically skilled in different areas. Our customer is also undergoing an architectural journey towards micro services and Go in different teams that you could be a part of. * Commercial experience within software development
Principal iOS Software Engineer iPlayer Mobile;Salford, Greater Manchester;Competitive Salary + Benefits;BBC;Job Introduction We are looking for a Principal iOS Software Engineer to join the iPlayer Mobile team. BBC iPlayer is one of the UK's most well-known and loved brands, and we're looking for passionate team members to join our collaborative, cross-discipline, agile teams. We welcome applications from all, regardless of age, gender, ethnicity, disability, sexuality, social background, religion and/or belief. As a Principal Software Engineer for the iPlayer Mobile team, you will be one of the technical experts in the iOS engineering space. We want to ensure that our applications continue to be world class, and we are looking for someone who is passionate about application architecture and engineering excellence, and who is motivated by the challenge of ensuring that our application is fit to meet our product ambitions of the future.
Lead Software Developer;Broadheath Altrincham Cheshire, WA14 1EP;Competitive;Inrix;Were looking for an amazing Lead Software Developer to join our Mobility Intelligence Platform data delivery team. This is an awesome opportunity to lead a highly productive team responsible for building out and supporting great software products that make a huge impact in real life. Youll manage and support developers building out features and components across our mobility intelligence platform utilizing massive (20 billion points per day) amounts of historic and real-time data. This role reports to the VP of Engineering and is responsible for leading development and support for the entire suite of data product offerings. This is a hands-on role in which you'll manage an agile team of talented software engineers.
Lead Software Engineer;HD1, Huddersfield;£70000 - £80000 per annum;Sanderson Recruitment;The Company I am currently working with leading software provider to the insurance sector. They are currently looking for a Lead Software Engineer to join their team in their Yorkshire office, but the role offers remote working. The Role The technical environment is .NET, C#, SQL Server, Azure, RESTful Services, and Microservice architecture. They are looking for someone who can lead a small development team and take the leadership on projects. If you are interested in this vacancy, please apply to the role, or email me directly at
Senior Backend Engineer Manchester 90k;Manchester, Greater Manchester;Up to £90000.00 per annum;Austin Fraser;Austin Fraser are working with the UK's most successful multi-channel retailer. E-Commerce is a key part of their Business and they run two of the busiest websites in the UK, driving a significant proportion of their sales. Their engineering practice includes 60+ teams, working on everything from Cloud Platforms to Mobile Apps, from E-Commerce functionality to Machine Learning. This client are now looking for a Senior Backend Software Engineer. You will be using your excellent Java or Kotlin skills to build and support new features adding value for their Business. As a Senior Engineer, you will also use your knowledge of Software Engineering to lead the shaping of new projects and support the professional development of less experienced Engineers. Senior Backend Engineer * Expertise in either server side Kotlin or a modern version of Java.
Backend Developer JavaScript Node.js API;City Centre, M1;£70000 - £80000 per annum + benefits;CSR Dev FEOSJava;Backend Developer Remote UK to £80k Backend Developer / Software Engineer (JavaScript Node.js GraphQL) *Remote UK*. Are you a technologist seeking an opportunity to work with a modern tech stack whilst continually progressing your career? You could be joining a growing open source technology company as it expands its European presence. As a Backend Developer you will collaborate within an Agile team environment with Product Managers / Designers and QAs to design and develop back end components of the SaaS platform. Youll be working with JavaScript, Node.js and GraphQL within a microservices, AWS environment with CI/CD. Theres a range of new product development in the pipeline, youll work across the full development lifecycle with opportunities for project leadership in a supportive, diverse environment.
Lead Software Developer;M1, Manchester;Up to £65,000;Adria Solutions;Lead Software Engineer Hybrid Working - £65k On behalf of our growing client based in Manchester City Centre, we are recruiting for a talented Lead Software Engineer. As Lead Software Engineer, you will be responsible for developing and extending online systems, and new bespoke projects and developing and mentoring other developers. * Lead and be accountable for the output of multiple delivery squads, following an Agile methodology * Mentor developers and conduct regular 1-2-1s * Contributor to code review * Review and enhance current development practices, investigate new methodologies Maintain all documentation required * Schedule and manage workload effectively, communicating risks and issues to the Development Manager * Release management, working with the Test Team and Project Managers to conduct software releases * Some hands-on software development
.NET Developer;M1, Manchester;Up to £45k;Adria Solutions;On behalf of our globally recognised client based in Manchester, we are recruiting for a talented .Net Developer. As a .Net Developer, you will provide high-quality programming skills for ongoing system development requests and expansion of system usage. * Be totally hands-on and provide quality software development/programming (design & code) on the systems, covering all aspects of the systems from the back office to the user front end. * To provide the necessary quality testing on all software developed. This will include assisting with UAT. * Work with key stakeholders to log, assess, evaluate, track and deliver all development requests and changes from the requirements assessment stage to go live. * To log, assess and track and deliver all software bugs and fixes. * Ensure proper and fit for purpose version control and software releases are in place.
Senior .Net Developer;M1, Manchester;£50,000 - £65,000;Adria Solutions;On behalf of our growing client based in South Manchester, we are recruiting for atalented Senior Developer with Microservices experience. As a Senior Developer, you will undertake software development on our clients core products working withinan agile methodology taking part in scrum ceremonies, and being responsible for the delivery output. o C# o Asp.Net o T-SQL o Must have experience with Microservices o HTML o SOLID Principals o Test-Driven Development (TDD) o Agile Scrum o Continuous Integration * Git * Jira * ReSharper * Selenium * Azure * TeamCity * TFS * Competitive Salary * Pension Scheme * Health Care scheme * Flexible/Remote working * Staff treats If this sounds like your perfect role, click Apply without delay!
Lead C# Software Developer;M1, Manchester;Circa £65K;Adria Solutions;On behalf of our market-leading client based in Manchester, we are currently recruiting for a talented Lead Software Developer. As Lead Developer you will be responsible for all aspects of the development lifecycle, developing and extending systems, as well as new bespoke projects and the development and mentoring of other developers. * Lead and be accountable for the output of multiple delivery squads, following an Agile methodology * Follow and implement best practice methods e.g., TDD and SOLID principles Communicate effectively with the Project Managers and development teams * Mentor developers and conduct regular 1-2-1s? * Review and enhance current development practices, investigate new methodologies * Maintain all documentation required * Schedule and manage workload effectively, communicating risks and issues to the Development Manager
Frontend Developer - Healthcare - Remote - Up to 55k;Manchester, Greater Manchester;£30000 - £50000 per annum;Oscar Associates (UK) Limited;Vacancy: Frontend Developer Skills: TypeScript, Angular, JavaScript, HTML and CSS Location: Leeds (once a month max) Industry: Healthcare Salary: Up to £55,000 (DOE) Process: One stage Interview (1 hour teams) The Company An exciting opportunity has arisen to join a healthcare scale up on their journey of exponential growth. They are looking for a Frontend Developer to join a their high performance tech team working with companies across the globe. You would be helping revolutionise the healthcare industry by aiding their customers in delivering better healthcare outcomes through a culture of continuous improvement. The Role They are looking for an enthusiastic developer to join the team and help create and deliver world class software.
Xamarin Developer - Manchester - £30,000 - £50,000;Manchester, Greater Manchester;£30000 - £50000 per annum + additional benefits;Oscar Associates (UK) Limited;Xamarin Developer - Manchester - up to £50,000 + loads of benefits and flexibility About us! We are driven - forward thinking and we need someone to come in and hit the ground running! If you are looking for a company where you can develop fast - this is it! Our Technologies division based in Manchester, are looking for a mobile software developer to join our team producing applications used by 100s of companies nation wide - We have gone from strength to strength this year with no sign of stopping! What you will be doing! As part of a small development team you will write specific, bespoke applications which form an integral part of mobile computing solutions as well as supporting the existing software team. The software is written in C#.
Infrastructure Engineer - Wintel / Microsoft OR Linux - Outside IR35;SK10, Macclesfield;From £400 to £600 per day , outside IR35, 14 month contract;iTech SL (UK) Ltd;Outside IR35 - 14m+ Contract - Strong Day Rate - Long Duration - Multiple Roles South Manchester, near Macclesfield - mainly onsite due to the nature of the work but with flexibility or a hybrid working arrangement WinTel OR Linux OR Microsoft Infrastructure Engineers MUST be SC Cleared. As part of a major contract we are looking to hire multiple Infrastructure Engineers / Specialists for long-term consultancy work. You will have at least 5 years solid(and current) experience across Microsoft OR*nix / UNIX infrastructures and any Data Centre Migration / Enterprise level experiencewill be highly beneficial. There is a wide and diverse range of technologies in the environment and you are notexpectedto have them all, a specialism in one or more of the following will likely put you in scope and we will happily discuss this in detail. * Windows (2k3 to 2k16 / 2k19)
Application Operations Engineer;M1, Manchester;Up to £28117 per annum;DWP Digital;Digital with Purpose. This is a great opportunity to join our collaborative community of experts here at DWP Digital as an Application Operations Engineer. DWP is the UK's largest government department. We help people into work and make payments worth over £195bn a year, to support millions of daily users. Our DWP Digital teams are delivering a once-in-a-generation transformation of products and services that almost everyone in the UK will use, at key times in their lives. The scale of what we do is extraordinary, and our purpose is unique. We'd love you to join us. Delivery. Work. Projects. Our team provide the application operations which deliver continuity of service for our users across DWP Digital services. We look for ways opportunities across all DWP's different digital projects and programmes, pushing re-use and best practice.
Power BI Developer;OL11, Rochdale;£33000 - £35000 per annum, Benefits Excellent benefits;Erin Associates;Power BI, Business Intelligence, DAX, T-SQL, SSAS, SSRS, SSIS, ETL, Data Warehousing This advanced company who are pioneering the latest cutting-edge software for a diverse industry are looking to add a Power BI developer to their development team based in Liverpool. They are enjoying continuous growth within their market and are heavily invested in making sure they stay ahead of their competitors. * Support the administration of the Power BI environment * Scope and document requirements and change requests in accordance with the BI strategy. * Connecting to data sources, importing data, and transforming data for Business Intelligence. * Adept in developing, publishing and scheduling Power BI reports * Create DAX queries in Power BI desktop to support report design and development * Analyse the data acquired to verify the data quality * Power BI, DAX, SSAS, SSRS, SSIS
React Native Developer;M1, Manchester;Up to £70,000;Adria Solutions;On behalf of our growing client based in Manchester, we are recruiting a talented React Native Developer. As React Native Developer, you will work on a greenfield project, where you will shape and define the future of our clients mobile apps while sharing your experience with the rest of the team. * Take responsibility for the entire lifecycle of delivery from idea to operation * Understand and maintain software quality for features built (Test Driven Development, Pairing, Peer Review) * Understand and maintain good engineering practices * Support the product owner and technical lead in the provisioning of estimates that are at an appropriate level of fidelity for the phase in the development lifecycle * Make realistic commitments that you are confident of meeting and strive to do so * Support the BA in the elaboration of requirements
Front End Developer;Stockport, Greater Manchester;£35000 - £40000 per annum;Applause IT Limited;ApplauseIT are recruiting a Front End Developer to join a leading quality public transport provider in the UK. This is an exciting opportunity for a passionate Front End Developer to join an exciting technology team working on internal and core systems as well as supporting the development of new technological inititiaves. * Experience using modern Front End framework such as React, Vue or Angular * Strong use of HTML, CSS * Exposure to C#, .Net * Exposure to CMS systems * Full rights to work in the UK * Able to travel to Stockport office if required If you feel like this is the role for you please APPLY, alternatively email for more information.
